player_name,team,pick,pid,pts,ast,stl,blk,treb,Ortg,drtg,year,ht,elevation (m),drafted
Aric Holman,Mississippi St.,NA,41364,10.8919,0.7568,0.4595,1.8378,6.7297,123.1,94.4104,2018,6.10,116,0
Kyle Weldon,Army,NA,26271,0,0,0.3333,0,0.6667,35.2,83.0576,2014,6.9,259,0
John Ogwuche,New Hampshire,NA,47771,3.1053,0.3158,0.5263,0.1579,1.5789,85.8,98.905,2017,6.1,89,0
Bryant Crawford,Wake Forest,NA,41242,13.7667,4.4333,1.7333,0.2333,3.0333,94.8,109.11,2016,6.3,291,0
Andre Mattison,Florida Atlantic,NA,14341,0.8333,0,0,0.1667,1.0556,117.7,106.292,2011,6.7,3,0
Justin Powell,Auburn,NA,73792,11.7,4.7,0.9,0,6.1,112.9,102.255,2021,6.6,201,0
John Schurman,Binghamton,NA,35939,1.8333,0.0833,0.125,0.0417,0.9167,77.8,105.049,2016,6.6,264,0
Tyler Cavanaugh,George Washington,NA,35411,16.7895,1.2105,0.5526,0.2632,7.6053,118.6,100.624,2016,6.9,19,0
Deion Giddens,Cornell,NA,22400,0.4,0,0.08,0.4,1.04,106.3,100.417,2015,6.8,273,0
Chris Teahan,Kansas,NA,50497,0.9,0.1,0,0,0.7,152.1,98.5601,2021,6.4,310,0
Chris Palombizio,Oakland,NA,46659,2.6667,0.3333,0.2424,0.0606,1.9091,90.2,108.378,2018,6.6,286,0
Sean Gardner,Arkansas St.,NA,38241,12.0345,1.2069,1.1379,0.2759,3.3103,99.2,105.165,2015,6.5,98,0
Dakota Mathias,Purdue,NA,33567,9.7143,3.8,0.8571,0.1143,3.8857,121.7,98.617,2017,6.4,190,0
Jermaine Beal,Vanderbilt,NA,1555,14.7188,3.0625,1,0.0938,2.4062,117.6,103.48,2010,6.3,173,0
Jordan Swopshire,Colgate,NA,34018,11.9697,1.2424,0.5455,0.2424,5,111.4,107.073,2018,6.7,340,0
Angelo Caloiaro,San Francisco,NA,6721,6,1.3214,0.5357,0.2143,3.8571,102,111.049,2009,6.8,102,0
Chris Bethel,Fordham,NA,1705,10.2632,0.6316,1.2632,0.6842,6.4737,98.5,100.706,2009,6.5,28,0
Josh Oduro,George Mason,NA,71233,4.875,0.3125,0.2812,0.7812,3.9062,97,99.4992,2020,6.9,135,0
Alex Carr,Utah Valley,NA,34933,1.2,0.4667,0.3,0.0667,1.3333,68.2,106.979,2015,6.3,1402,0
Drew Crowell,Wofford,NA,16887,2.2593,0.1111,0.037,0.1481,1.4815,114.5,112.61,2009,6.9,246,0
Zach Gordon,Cal Poly,NA,26884,1.2258,0.0645,0.3548,0.2903,2.2581,65.8,102.092,2014,6.8,95,0
Dimitri Georgiadis,The Citadel,NA,65553,1.5,0.1667,0.5,0,0.8333,59.7,125.229,2019,6.9,6,0
Willie Hankins,Eastern Washington,NA,21050,2,0.5,0,0,1,72.3,111.223,2012,6.3,745,0
Jalen Adaway,Miami OH,NA,51320,7.4516,0.7097,0.3226,0.2258,5,111.3,105.544,2019,6.5,270,0
Steven Whitley,Norfolk St.,NA,47984,12.2424,4.6667,1.6061,0.1212,5.7273,100.8,100.893,2018,6.3,3,0
Ethan O'Day,Vermont,NA,26720,11.5882,1.2941,0.5882,2,6.2941,106,100.525,2016,6.9,107,0
Kevon Moore,Niagara,NA,5828,4.7812,1.2188,0.9375,0.125,3,74.1,102.745,2011,6.3,181,0
David Czerapowicz,Davidson,NA,66512,0,0,0,0,0.5,20.9,111.796,2021,6.3,254,0
Rodney Green,La Salle,NA,2594,18.4667,4.2667,1.6,0.2333,5.1333,97,105.911,2010,6.5,67,0
Sharaud Curry,Providence,NA,982,15.548400000000001,3.3871000000000002,1.1613,0.0323,2,117.7,115.675,2010,5.10,46,0
Malik Williams,Louisville,NA,51298,3.8438,0.1562,0.375,0.4062,2.4062,107.7,97.3213,2018,6.11,139,0
Sam Waardenburg,Miami FL,NA,51708,3.2857,0.8095,0.4762,0.4286,2.8095,113.6,99.9261,2018,6.10,3,0
Joe Furstinger,New Mexico,NA,37867,1.5862,0.4483,0.5172,0.6552,1.931,83,98.0737,2016,6.9,1577,0
David Samuels,Long Beach St.,NA,32519,10.7879,1.2121,0.5152,0.697,7.3939,99.9,100.033,2015,6.7,4,0
Mike Lacey,Idaho St.,NA,50054,0,0,0,0,0,0,117.284,2009,6.3,1391,0
Chad Sherwood,Idaho,NA,35864,6.1765,1.2941,0.3824,0.2353,1.9412,100.7,107.279,2017,6.2,790,0
Donovan Williams,Louisiana Lafayette,NA,22406,3.1667,0.3333,0.8333,0.1667,0.8333,207.6,109.585,2015,6.0,11,0
Paul Friendshuh,Richmond,NA,37620,0.2222,0.1111,0,0,0.3333,59.9,108.046,2017,6.10,47,0
Courtney Wallace,Louisiana Lafayette,NA,2132,6.6,0,0.2,0.4,1.6,96.7,106.675,2010,6.8,11,0
Brent Jenkins,UNC Wilmington,NA,68396,1,0.8333,0,0.1667,1.5,128.8,111.152,2021,6.5,11,0
Tu Holloway,Xavier,NA,23156,5.6562,2.1562,0.6562,0.0625,1.9375,92.1,96.14,2009,6.0,199,0
Gary Franklin,Baylor,NA,17705,4.75,2.1944,0.5556,0,1.5278,95.7,109.67,2014,6.2,122,0
Jimmy Williams,North Florida,NA,14846,8.4412,2.4118,0.8235,0.2647,5.0588,89.7,101.725,2011,6.4,26,0
QJ Peterson,VMI,NA,31851,18,1.9677,1.6129,0.3226,5.7419,102.8,109.192,2014,6.0,318,0
Jarrod Simmons,Penn,NA,51738,1.5769,0.2692,0.0385,0.1538,1.3077,85.8,102.943,2020,6.8,19,0
Tyree White,Louisiana Monroe,NA,67886,5.5143,0.6857,0.4857,0.7714,3.0571,121.2,107.985,2019,6.7,21,0
Steve McClellan,Cal St. Fullerton,NA,19294,6.9032,0.6452,0.3548,0.3226,8.0968,104.1,103.872,2015,6.7,75,0
Matt Hodgson,Southern Utah,NA,14717,6.2593,0.2222,0.2963,2.1852,4.8148,89.9,104.312,2010,6.11,1770,0
Foster Loyer,Michigan St.,NA,65814,1.5556,0.8889,0.1111,0,0.3889,100.3,101.5,2019,6.0,263,0
Aerris Smith,Wofford,NA,18466,2.9032,0.1613,0.5484,0.1613,3.0323,94,98.2636,2013,6.7,246,0
Justin Martin,SMU,NA,20648,5.7,0.7,0.4,0,2.2,102.5,93.403,2015,6.6,177,0
Dee Goens,Holy Cross,NA,14376,2.2667,1.5667,0.4,0.0333,1.6333,81.8,103.237,2013,6.0,176,0
Ethan Happ,Wisconsin,NA,34930,12.4,1.2571,1.8,0.9143,7.9429,105.9,89.9017,2016,6.9,269,0
Derek Williams,SMU,NA,9889,16.8276,3.5862,0.931,0.1034,3.1034,109.8,107.059,2010,6.1,177,0
Roosevelt Jones,Butler,NA,23613,7.8,1.6286,0.9714,0.4,5.9714,96.3,93.0919,2012,6.4,230,0
Mookie Jones,Syracuse,NA,7203,4.25,0.5,0.625,0.125,1.375,112.6,95.1641,2009,6.6,116,0
Jaleel Wheeler,Tulsa,NA,48628,9.3,1.9667,0.5333,0.3,4.2667,96,103.81,2017,6.4,191,0
James Ametepe,FIU,NA,67732,2.0769,0.0769,0.1538,0.1538,0.8462,163.1,109.377,2019,6.5,2,0
Jonathan Kasibabu,Fairfield,NA,40243,6.2581,1.1613,0.5484,1.4194,4.871,104.8,96.1329,2017,6.8,226,0
Doug Edert,Saint Peter's,NA,70379,7.6957,0.7391,0.7826,0.2174,3.2609,102.5,93.3284,2021,6.2,25,0
Eric Evans,Duquesne,NA,6104,4.9091,1.5455,0.7273,0.0455,1.7273,91,98.1664,2011,5.11,258,0
Wakefield Ellison,East Carolina,NA,14709,0.92,0.16,0.16,0.08,0.64,63.8,109.438,2011,6.5,8,0
A.J. Turner,Northwestern,NA,43575,5.0667,1.5333,0.4333,0.3,2.1667,92.5,107.491,2020,6.7,180,0
Everette Hammond,USC Upstate,NA,66054,7.25,1.7812,0.6875,0.0625,2.3125,95.2,110.523,2019,6.2,244,0
Nicholas Baer,Iowa,NA,38027,5.2593,1.8148,1,0.8519,4.963,107.9,105.773,2018,6.7,219,0
Evin Olds,Memphis,NA,52445,0,0,0,0,0,0,117.983,2018,5.11,100,0
Isaiah Martin,Florida A&M,NA,51538,9.3889,0.3333,0.5,2.3889,6.8889,119.3,96.1908,2019,7.0,48,0
Tyler White,Northern Kentucky,NA,24400,12.1071,3.4643,0.8214,0.1429,2.8214,89.3,110.544,2016,6.3,254,0
Abraham Deng,Longwood,NA,65986,1.3571,0,0.2143,0,2.1429,64.1,104.263,2020,6.11,107,0
Breon Key,Hampton,NA,29001,1.4286,0.4762,0.381,0,0.6667,118.6,99.5886,2015,6.2,3,0
Brian Walsh,Akron,NA,19646,6.871,1.6129,1.129,0.129,3.4516,114.6,94.2209,2013,6.5,324,0
Ned Cox,Evansville,NA,10778,7.6154,2.0769,0.3077,0.0385,1.7308,97.9,108.417,2010,6.1,117,0
Jamie Chapman,Southern Miss,NA,27807,0.3,0,0.3,0,0,78.1,82.1763,2013,6.3,60,0
Kamau Faines,Davidson,NA,33961,1,0,0,0,0,55,113.281,2015,6.2,254,0
Jake McDowell,Memphis,NA,33462,0.5,0.1,0.2,0,0.4,61.7,87.7816,2015,6.5,100,0
Andrew Lewis,Chicago St.,NA,72107,5,0,0,0,0.5,65.2,131.212,2021,6.3,181,0
Evan Grey,Robert Morris,NA,31229,0,0,0,0,0,0,117.923,2014,6.3,352,0
Ryan Harp,SMU,NA,1620,1.1111,0.3333,0.2593,0.1852,1.963,89.8,105.855,2009,6.4,177,0
Evan Cummins,Harvard,NA,25710,0.6,0.4,0,0.6,0.4,94.8,92.6667,2013,6.9,3,0
Will Neighbour,Arkansas Little Rock,NA,19759,16.1304,1.4348,1.087,1.1739,7.1739,109.9,103.043,2014,6.10,83,0
Jonathan Benjamin,Richmond,NA,12272,0,0,0,0,0,0,109.596,2011,5.11,47,0
Cole Blackstock,Auburn,NA,40357,0,0,0,0,0.6667,0,91.8466,2017,6.9,201,0
Micheal Anumba,Winthrop,NA,66337,6.7576,0.8788,0.8485,0.0606,3.9697,118.1,100.104,2020,6.4,205,0
Michael Obacha,Appalachian St.,NA,25995,4.6923,0.5,0.9231,0.2692,8,93.6,104.915,2014,6.8,1016,0
Dreon Barlett,Sacramento St.,NA,25546,2.4643,0.25,0.2143,0,1.0357,99.6,112.109,2014,6.3,12,0
Giddy Potts,Middle Tennessee,NA,37327,15.3333,1.9722,1.3056,0.2222,5.3333,119.4,94.9879,2017,6.2,191,0
Vinny Zollo,Western Kentucky,NA,24024,3.6857,0.5714,0.2286,0.4571,2.9143,92.3,100.39,2012,6.8,161,0
Mickey Mitchell,Arizona St.,NA,39475,5.8333,1.625,0.875,0.5417,5.2083,108.3,99.846,2018,6.7,354,0
Sterling Taplin,Tulsa,NA,41695,9.2188,3.8125,1.0938,0.0625,3.1562,98.6,103.433,2017,6.1,191,0
Trevin Knell,BYU,NA,70397,1.5263,0.1579,0.1053,0.0526,0.6316,79.8,99.1391,2020,6.5,1422,0
Jayden Hodgson,Bradley,NA,45465,5.1212,1.7273,0.5152,0.0606,1.8485,89.3,107.986,2017,6.3,183,0
Da'Monte Williams,Illinois,NA,51591,3.3939,1.2424,0.8182,0.2424,3.5455,102.9,104.376,2019,6.3,229,0
Drake U'u,Cal Poly,NA,16868,5.75,1.0417,0.875,0.375,3.7917,98.4,96.552,2012,6.5,95,0
Bahrom Firozgary,Rice,NA,28656,1.5517,0.1379,0.1034,0.1379,1.1379,106.7,113.863,2013,6.8,14,0
Tommy Hubbard,East Tennessee St.,NA,1331,10.3103,1.2069,2.2759,0.1379,7.069,98.7,95.051,2012,6.4,518,0
Brett Finkelmeier,Indiana,NA,3359,0.4,0.3,0.2,0,0.75,71,110.266,2009,6.0,235,0
Samajae Haynes-Jones,Wichita St.,NA,50721,11.9459,2.6757,0.6216,0.0541,2.9459,96.9,103.397,2019,6.0,426,0
Brian Carlwell,San Diego St.,NA,3033,4.3125,0.4688,0.1875,0.5,2.625,105.9,99.251,2010,6.11,133,0
Devin Harris,Jacksonville,NA,29442,10.913,2.6957,1.2609,0.3478,5.3913,113.2,107.833,2017,6.4,15,0
Michael Graham,Elon,NA,73113,4.1765,0.2941,0.2353,1,3.1176,102,88.3194,2021,6.8,216,0
Antione Lundy,South Alabama,NA,16492,8.1786,0.3571,0.5357,0.1786,6.1071,106.3,96.9247,2012,6.5,30,0
Daniel Wallace,St. Francis PA,NA,35538,0,0,0,0,0,0,116.854,2016,6.8,595,0
Tariq Owens,St. John's,NA,41245,5.1875,0.4688,0.5938,2.1562,5.125,107.6,99.9139,2017,6.11,39,0
Dayvon Ellis,Eastern Kentucky,NA,8290,4.1,2.75,0.8,0.1,1.65,100.1,109.923,2009,6.0,306,0
Paul White,Oregon,NA,45860,9.3636,1.5455,0.6061,0.4545,3.4545,122.4,105.627,2018,6.9,136,0
Solomon Poole,Georgia Tech,NA,36666,1.8095,1,0.3333,0,0.7143,57.4,97.0223,2013,6.0,283,0
Khyan Rayner,Princeton,NA,29802,1.6111,0.2222,0.1111,0,0.6111,95,103.956,2016,5.11,33,0
Sage Tolbert,Southeast Missouri St.,NA,66488,9.5806,1,0.8065,0.7419,6.9677,104.4,105.816,2020,6.8,127,0
Zach Lofton,Illinois St.,NA,32944,11,1.4333,1.0333,0.0667,2.9,93.4,101.832,2014,6.4,244,0
Durann Neil,Longwood,NA,19148,5.5,1.75,0.5,0,1.75,101.1,120.541,2012,6.2,107,0
Lane Severyn,South Dakota St.,NA,36160,3.1471,0.6176,0.3824,0.1765,2.1471,130,106.183,2018,6.5,500,0
Broderick Ross,UMKC,NA,44916,0.625,0,0.25,0,0.5,35.9,108.392,2017,6.1,279,0
Tyler Smithpeters,Southern Illinois,NA,28891,4.963,0.9259,0.5185,0.1852,1.3704,113.1,109.463,2014,6.3,129,0
David Walker,Northeastern,NA,27082,11.4688,2.625,1.5625,0.4062,3.125,101.5,105.842,2014,6.6,3,0
Derek Mountain,Holy Cross,NA,39924,0.5,0,0,0,0.75,61.4,103.271,2016,6.5,176,0
Cadarian Raines,Virginia Tech,NA,13727,5.1818,0.5455,0.2727,0.6818,3.1818,98,103.752,2014,6.9,629,0
Aaron Anderson,Kennesaw St.,NA,18723,6.1,0.7,0.4667,0.6667,6.2333,98.8,109.867,2011,6.7,324,0
Brandon Thompson,LIU Brooklyn,NA,34620,8.1471,1.2941,1.1176,0.2647,3.0588,116.5,109.411,2013,6.1,19,0
Mason Wedel,UMKC,NA,35077,1.2593,0.7037,0.4815,0.037,0.963,75.6,109.361,2013,6.1,279,0
L.A. Pomlee,Iowa St.,NA,11612,0.875,0.125,0.125,0.125,1.125,88.4,97.4914,2010,6.8,291,0
Matt Weyand,Arizona,NA,50433,0.5,0,0,0,0.25,204.1,108.929,2019,6.5,354,0
Joniah White,Louisiana Tech,NA,35064,3.9697,0.7879,0.4848,2.1515,4.697,116.1,90.511,2017,7.0,93,0
Decensae White,Santa Clara,NA,955,3.4,0.6,0.7,0.1,2.4,71.7,101.276,2009,6.6,23,0
Marcus Bryan,UNC Wilmington,NA,42982,4.3333,0.2,0.2667,1.1667,4.0333,101.9,98.6908,2016,6.7,11,0
Khalen Cumberlander,Central Connecticut,NA,27668,9.9286,2.2143,0.8214,0.0714,2.8214,91.7,112.452,2015,6.3,44,0
Dylan Branson,Southeast Missouri St.,NA,73600,3.037,1.2593,0.2963,0.1481,2.4074,95.7,103.943,2021,6.5,127,0
Nick Masterson,Kennesaw St.,NA,36561,12.9355,3.0968,0.8387,0.0968,2.3548,130.3,111.684,2017,6.6,324,0
Keegan Culp,Air Force,NA,48118,0,0,0,0,0.5,0,117.257,2017,6.5,67,0
Kevin Hardy,McNeese St.,NA,20237,3.5517,0.931,0.7931,0.2069,1.6897,104.6,100.825,2012,6.2,4,0
Jimmy Baron,Rhode Island,NA,1519,17.4118,1.9118,0.6765,0.1176,2.6765,129.1,107.918,2009,6.3,49,0
Trey Hurlburt,UNLV,NA,70878,0,0.3333,0,0,0,24.4,111.846,2020,5.11,620,0
Luke Vargo,High Point,NA,45269,1.1,0.1667,0.1333,0.2333,1,73.1,107.627,2017,6.7,259,0
Matthew Friday,Samford,NA,8185,3.1481,1.2963,0.8148,0.4074,2.1481,108.5,102.642,2012,6.8,221,0
Maurice Calloo,Oregon St.,NA,65587,5.7576,0.6364,0.2424,0.0909,2.3939,94.9,105.933,2021,6.10,73,0
Jack McVeigh,Nebraska,NA,39477,1.9286,0.1429,0.3571,0.1429,1.0714,89.2,99.3197,2018,6.8,358,0
Brad Birton,Illinois Chicago,NA,14400,4.8696,0.4783,0.9565,0.2174,3.4783,86.3,105.087,2010,6.7,180,0
Lorenzo Donadio,American,NA,73890,1.7,0.5,0.2,0,0.9,131.9,109.275,2021,6.4,114,0
Charlie Harper,Lamar,NA,7941,6.8,0.85,0.9,0.25,5,97.5,99.6598,2011,6.5,6,0
Isaiah Jackson,Providence,NA,35389,9.6471,2.3235,1.2941,0.2059,4.6471,114.1,99.4357,2019,6.6,46,0
Kyle Ford,Nicholls St.,NA,8571,4.8889,0.5556,0.1111,0,0.8889,106.6,105.153,2009,6.6,3,0
Brandon Johnson,Minnesota,NA,45288,8.8571,0.6786,0.8214,0.6786,6.2857,114.7,100.521,2021,6.8,253,0
Michael Rowley,Albany,NA,32029,1.8889,0.2593,0.3333,0,2.1481,87.1,99.3449,2014,6.8,115,0
Rico Ozuna-Harrison,Michigan,NA,65920,0,0,0,0,0,0,99.4658,2019,5.11,268,0
Jeffrey Uju,Bowling Green,NA,46927,3,0.3235,0.2647,0.1471,2.8235,107.5,105.09,2019,6.7,212,0
Shaun Lawton,Maine,NA,27546,9.5517,2.7931,1.8621,0.069,4.3103,90.9,107.543,2015,6.5,35,0
Nike Sibande,Miami OH,NA,50290,13.9355,1.7419,0.8387,0.129,5.871,96.8,103.701,2020,6.4,270,0
Dougal Weir,Hartford,NA,31373,0.5,0.0625,0,0.0625,0.6875,25.6,103.471,2015,6.9,478,0
Devin Joint,South Carolina St.,NA,21972,1.6071,0.5357,0.3929,0.1786,2.8571,84.4,102.219,2015,6.4,76,0
P.J. Byrd,Colorado St.,NA,66116,2.7931,1.3448,0.4483,0.0345,0.931,102.6,98.3186,2021,6.1,1525,0
Scott Bamforth,Weber St.,NA,19151,14.2759,2.3448,0.931,0,3.5862,114.7,105.233,2012,6.2,1437,0
Zavion Neely,Illinois Chicago,NA,9315,2,0.2857,0.1429,0,0,73,108.679,2009,6.1,180,0
Kidani Brutus,Manhattan,NA,19036,9.5161,1.8387,1.0645,0.1613,2.6774,98.6,111.016,2011,6.1,81,0
Nick Marshall,Memphis,NA,42508,3.0312,0.2188,0.2188,0.4062,2.625,108.9,94.1326,2016,6.11,100,0
Alex Abreu,Akron,NA,19309,6.5714,3.4286,1.1714,0.0571,1.7429,94.1,97.3594,2011,5.9,324,0
Ryan Oliver,Siena,NA,27522,2.1765,0.4706,0.3529,0.1176,1.1765,86.4,108.512,2013,6.3,100,0
Donovan Fields,Cal Poly,NA,49251,12.9677,4.0645,1.1613,0.129,3.2903,98.9,112.003,2018,5.10,95,0
Maik Kotsar,South Carolina,NA,46309,7.9697,1.4242,0.9394,0.5152,4.7576,90.5,98.8443,2018,6.10,95,0
Kentrell Barkley,East Carolina,NA,42500,10.0968,3,1.2258,0.3548,6.2903,112.4,102.31,2016,6.5,8,0
Bryan Smith,Samford,NA,70373,1,0.2857,0.1429,0,0.5714,64.9,104.891,2021,6.4,221,0
Chris Linton,Savannah St.,NA,3124,10,1.2,0.96,0.36,5.16,91.7,97.4678,2009,6.6,5,0
Eze Dike,Yale,NA,66658,0.6,0.1,0,0,0.3,53.9,106.653,2019,6.2,19,0
Kuba Karwowski,Utah St.,NA,72046,2.6667,0.7333,0.4667,1,3.2,102.1,85.2905,2020,7.2,1459,0
Mikey Dixon,St. John's,NA,47205,5.8571,1.0714,0.6429,0.0714,1.2857,103.8,106.989,2019,6.2,39,0
Antwone Matlock,North Texas,NA,7761,0.5455,0,0,0,0.0909,82.8,108.586,2010,6.1,140,0
Mark Vital,Baylor,NA,44845,6.7273,2.1212,0.7879,0.6364,5.5758,95.7,99.4799,2018,6.5,122,0
Dusty Hannahs,Arkansas,NA,36579,14.3889,1.1944,0.4444,0.1111,1.7222,113.1,111.147,2017,6.3,437,0
Papa Oppong,Eastern Kentucky,NA,5166,8.875,1.2083,1.0417,0.2917,5.25,116.4,104.604,2009,6.4,306,0
Isaiah Williams,Georgia St.,NA,38618,7.3824,1.5294,0.4412,0.0294,1.3529,112.5,107.034,2018,6.2,311,0
Amedeo Della Valle,Ohio St.,NA,28190,4.0303,0.1818,0.2121,0.2424,1.7576,93.5,95.4186,2014,6.5,226,0
Jaylen Forbes,Alabama,NA,70927,2.6667,0.4667,0.1667,0.0667,2.1,85.8,104.791,2020,6.4,67,0
Alex Orchowski,Lafayette,NA,8664,1.3704,0.3333,0.1481,0.1481,1.4074,112,104.609,2009,6.5,11,0
Ryan Singer,San Jose St.,NA,38385,0.2941,0.1176,0,0,0.5882,38.4,111.214,2017,6.10,26,0
Andy Polka,Loyola Chicago,NA,1113,6.3226,1.8387,0.8065,0.3871,7.2258,111.5,98.5002,2011,6.7,179,0
Nathan Cayo,Richmond,NA,50823,2.3125,0.375,0.3438,0.375,1.7188,91.2,110.642,2018,6.7,47,0
Austin Cooke,Abilene Christian,NA,30425,8,1.7143,1,0.0952,5.4286,112.3,115.478,2014,6.7,524,0
George Willborn III,UC Riverside,NA,44754,5.2857,0.3333,0.6667,0.0476,2.1429,102.7,94.0085,2021,6.3,323,0
Devon Austin,Manhattan,NA,3914,11.0952,0.7619,0.7619,0.7619,4.6667,105.3,99.1402,2009,6.6,81,0
Martin Roub,Jacksonville St.,NA,71868,2.96,0.12,0.12,0.04,1.32,106,105.24,2021,6.10,205,0
Tope Arikawe,North Texas,NA,51010,2.0667,0.0667,0.2,0.4,1.8333,86.2,93.2629,2019,6.8,140,0
Mike Proctor,Northern Colorado,NA,7360,9.5769,2.0769,0.8462,0.3462,6.6923,104.2,107.699,2012,6.8,1457,0
Edward Hardt,Houston Baptist,NA,51628,11.6667,0.7037,0.7037,0.2963,4.963,104.3,110.28,2019,6.10,19,0
Rashad Whack,Mount St. Mary's,NA,24986,13.875,1.5625,2.0938,0.1562,3.7188,106.6,102.357,2013,6.2,163,0
Sheldon Jeter,Pittsburgh,NA,28395,8.1212,1.6364,0.9091,1,7.2727,105.7,105.002,2017,6.8,328,0
Linden Smith-Hyde,Nicholls St.,NA,19981,2.96,0.52,0.4,0.04,1.6,104.4,109.89,2013,6.2,3,0
Devonte Hall,Northwestern St.,NA,33855,11.3478,6.3913,1.7826,0.087,3.4783,98.2,113.716,2016,6.1,37,0
Christien Sager,Oklahoma St.,NA,23618,1.0714,0.2143,0.1429,0.0714,1,98.8,90.8172,2013,6.3,286,0
Ken Holdman,Oral Roberts,NA,7684,5.9429,1.6,1.2857,0.2571,2.8,113.2,107.106,2011,6.1,200,0
Micah Mason,Duquesne,NA,27933,18.5312,4.5312,0.9688,0.0625,3.125,121.3,110.039,2016,6.2,258,0
Taylor Barnette,Virginia,NA,28486,2.5769,0.7308,0.0385,0.0385,0.6538,111.3,98.2702,2013,6.3,201,0
Melvin Ejim,Iowa St.,NA,16036,17.7941,1.8235,1.1765,0.6765,8.3824,112.2,99.2321,2014,6.6,291,0
Robert Guyton,The Citadel,NA,68047,1,1,0,0,0,0,119.61,2021,6.0,6,0
Brad Woodson,Tennessee,NA,42131,0,0,0,0,0,0,108.881,2018,6.1,286,0
Russell Byrd,Michigan St.,NA,22084,1.0833,0.125,0.125,0.2083,1,86.9,101.58,2014,6.7,263,0
Jordan Hairston,Texas A&M Corpus Chris,NA,71856,12.9231,1.2308,1,0.0769,2.1154,104.1,104.41,2020,6.0,2,0
Justin Cobbs,California,NA,11425,12.5588,4.9706,1.0294,0.0882,3.0588,113.2,95.7067,2012,6.2,93,0
Dusan Perovic,Binghamton,NA,37289,5.4,0.7667,0.1333,0.1333,2.3333,80.1,104.108,2016,6.9,264,0
Jaro Moravek,Troy,NA,39890,0,0,0,0,0,0,115.205,2018,6.8,153,0
Eric Wise,UC Irvine,NA,8567,13.9,1.7667,0.7,0.3667,5.8667,106.6,107.687,2009,6.6,60,0
John Carroll,Hartford,NA,37474,14.5667,2.1,0.6667,0.4667,6.8,102.7,106.627,2019,6.8,478,0
Eric Devendorf,Syracuse,NA,3899,15.7429,3.0571,1.0857,0.3429,1.9429,106.4,104.388,2009,6.4,116,0
Shane Hammink,Valparaiso,NA,24313,15.0606,2.4545,1.0303,0.3333,3.9394,111,100.36,2017,6.7,196,0
Andrew Rowsey,UNC Asheville,NA,40330,19.2258,2.871,1.4194,0.0645,2.7419,111.4,108.243,2015,5.10,650,0
Mamadi Diane,Virginia,NA,1192,6.0417,0.625,0.625,0.4167,2,91.6,103.93,2009,6.5,201,0
Kahliel Spear,Robert Morris,NA,66352,9.8889,1.1667,1,1.2778,5.2222,113.6,107.631,2021,6.7,352,0
Aaron Pogue,Cleveland St.,NA,13421,6.3226,1.1935,0.4839,0.5161,5.5161,92.3,103.077,2010,6.9,203,0
Jamorko Pickett,Georgetown,NA,50511,12.2308,2.0769,1.0385,0.5769,7.1538,98,100.264,2021,6.9,43,0
Marcus Ware,Monmouth,NA,13799,1,0,0,0,0.5,49.8,109.439,2010,6.7,65,0
Lorne Merthie,Campbell,NA,9194,10.6364,2.4091,1.3182,0,2.6818,113.5,104.2,2011,6.2,56,0
Stephan Van Treese,Louisville,NA,13639,2.9394,0.2727,0.6364,0.1515,3.5455,111.8,92.4398,2011,6.9,139,0
Miles Brookins,Cal St. Northridge,NA,51858,4.375,0.875,0.75,0.5,2.125,87.2,109.065,2021,6.9,269,0
Damari Parris,Eastern Michigan,NA,47423,3.5238,1.7143,0.619,0,1.1429,88.9,108.928,2019,6.1,226,0
Edmunds Dukulis,Boise St.,NA,29369,1.1429,0.1429,0,0,1,84.7,109.409,2014,6.9,820,0
Scott Morris,New Hampshire,NA,17916,1.9615,0.2308,0.3846,0.0769,0.2308,92.2,97.5754,2012,6.2,89,0
Jimmy Nichols Jr.,Providence,NA,66038,6.0625,0.6875,0.625,0.5,2.375,109.9,101.103,2021,6.8,46,0
Charlie Hall,Northwestern,NA,39974,0,0,0,0,0,0,111.112,2016,6.5,180,0
Dominick Scelfo,Cornell,NA,23049,5.0741,0.9259,0.5185,0,1.0741,98.1,107.914,2013,6.3,273,0
Kareem Cooper,UTEP,NA,9151,7.2857,0.4286,0.1905,0.3333,4.1905,97.6,102.503,2009,6.11,1440,0
D'walyn Roberts,Texas Tech,NA,766,4.625,0.4375,0.375,0.6562,3.5938,102.5,105.614,2009,6.7,983,0
Jacorey Williams,Middle Tennessee,NA,41051,17.25,1.5556,0.8889,0.4722,7.3333,110.8,94.1987,2017,6.8,191,0
Scott Eatherton,Northeastern,NA,16602,15.875,1.1562,0.5312,1.7812,10.2188,107.9,98.9281,2014,6.8,3,0
Deion James,Milwaukee,NA,1200,3.2857,0.5714,0.25,0.1429,1.75,95.9,102.38,2009,6.1,207,0
Cordell Veira,FIU,NA,67498,1.4545,0.5,0.1818,0.1818,1,82.2,108.019,2019,6.4,2,0
Maros Zeliznak,Jacksonville St.,NA,66123,0.5789,0.1053,0.1579,0.1579,1.0526,88.5,95.6867,2021,6.11,205,0
Greg Cross,Towson,NA,72202,0,0,0,0,0,0,121.193,2021,6.4,113,0
Scott Hitchon,Canisius,NA,50816,8.5938,1.4688,0.3438,0.7188,2.625,102.8,109.91,2019,6.8,183,0
Ky Howard,NJIT,NA,25193,6.6,2.16,0.64,0.12,4.6,87.5,96.3216,2013,6.3,4,0
