player_name,team,pick,pid,pts,ast,stl,blk,treb,Ortg,drtg,year,ht,elevation (m),drafted
Jared Sullinger,Ohio St.,21,18035,17.4865,1.2432,1.1622,1.0541,9.1892,117.8,85.165,2012,6.9,226,1
Saddiq Bey,Villanova,19,65889,8.2222,1.2778,0.8611,0.3333,5.0833,121.2,103.202,2019,6.8,140,1
Semi Ojeleye,Duke,37,28767,3,0.1667,0.5,0,2.3333,106.8,93.3036,2015,6.8,120,1
Malcolm Brogdon,Virginia,36,33335,14,2.3824,0.7059,0.4118,3.9412,110.4,89.9786,2015,6.5,201,1
Lonnie Walker IV,Miami FL,18,50255,11.5,1.9062,0.9375,0.4688,2.5938,107.9,101.866,2018,6.5,3,1
Andy Rautins,Syracuse,38,10094,12.1143,4.8857,1.9714,0.2286,3.3714,115.1,95.4256,2010,6.4,116,1
Grant Riller,College of Charleston,56,40407,21.871,3.9355,1.5806,0.3226,5.129,112.1,101.319,2020,6.3,6,1
Solomon Alabi,Florida St.,50,1924,11.6875,0.5,0.625,2.3438,6.1875,110.7,87.2086,2010,7.1,24,1
Zach Collins,Gonzaga,10,48367,10,0.4103,0.4615,1.7692,5.8974,120.6,79.0742,2017,7.0,582,1
Shane Larkin,Miami FL,18,20694,7.4375,2.5312,1.5625,0.0625,2.5,98.5,98.5844,2012,5.11,3,1
Travis Leslie,Georgia,47,8206,6.3462,0.6154,0.8077,0.5,3.9231,93.5,93.2986,2009,6.4,222,1
Cameron Johnson,North Carolina,11,52111,12.4231,2.3077,0.6923,0.1923,4.6923,120.8,105.492,2018,6.8,134,1
Edmond Sumner,Xavier,52,35886,11,3.6129,1.2581,0.1935,3.4194,104.3,97.2774,2016,6.6,199,1
Ty Jerome,Virginia,24,45185,10.6471,3.8824,1.6176,0.0294,3.1176,109.4,89.305,2018,6.5,201,1
Saddiq Bey,Villanova,19,65889,16.096800000000002,2.3871000000000002,0.7742,0.3871,4.7419,119,100.005,2020,6.8,140,1
Justin Wright-Foreman,Hofstra,53,43169,24.3548,3.2258,0.8065,0.2258,3.3226,114.7,113.139,2018,6.1,24,1
Nate Wolters,South Dakota St.,38,12007,19.7586,6.1724,1.4138,0.2069,4.6552,118.3,106.712,2011,6.3,500,1
Caris LeVert,Michigan,20,26551,12.9189,2.9459,1.1892,0.2703,4.3243,111.7,102.869,2014,6.5,268,1
Pat Connaughton,Notre Dame,41,19805,12.5,1.5,0.7105,0.9474,7.4211,120.4,100.175,2015,6.5,224,1
Rakeem Christmas,Syracuse,36,23200,17.4839,1.5161,0.9355,2.4839,9,110.1,91.8354,2015,6.9,116,1
Skylar Mays,LSU,50,48923,13.4286,2.0571,1.8857,0.2286,3.2571,120.4,102.352,2019,6.4,12,1
Larry Nance Jr.,Wyoming,27,20039,3.9677,0.3548,0.7097,0.5484,3.871,103.5,88.8647,2012,6.7,2205,1
Sandro Mamukelashvili,Seton Hall,54,50557,17.5185,3.2222,1.0741,0.5556,7.5556,100.6,100.51,2021,6.11,77,1
Erick Green,Virginia Tech,46,13728,2.5882,0.9118,0.5,0.2059,0.9118,82.3,96.5827,2010,6.4,629,1
Justin Jackson,North Carolina,15,36922,18.275,2.825,0.775,0.225,4.65,119.2,101.543,2017,6.8,134,1
Tyler Zeller,North Carolina,17,6927,3.1333,0.2,0.2,0.2,2,105.9,95.7189,2009,7.0,134,1
Jordan McRae,Tennessee,58,16656,18.6944,2.4722,0.6944,1.0278,3.5278,115.3,100.038,2014,6.6,286,1
Davon Reed,Miami FL,32,31708,14.8788,2.4242,1.303,0.4848,4.7879,113.8,99.4324,2017,6.6,3,1
Joel Bolomboy,Weber St.,52,24934,17.0667,1.1333,0.6333,1.1333,12.6,113.1,92.2619,2016,6.9,1437,1
Isaiah Whitehead,Seton Hall,42,35622,12.0455,3.5455,1.3636,0.6364,3.8636,91.8,100.195,2015,6.4,77,1
Ziaire Williams,Stanford,10,72856,10.7,2.2,0.85,0.55,4.55,85,97.9783,2021,6.8,27,1
A.J. Hammons,Purdue,46,24381,14.9697,1.1212,0.2727,2.5455,8.1818,114.7,87.656,2016,7.0,190,1
Keita Bates-Diop,Ohio St.,48,33637,9.6667,1.3333,0.2222,1.3333,5.2222,102.6,99.7686,2017,6.7,226,1
Kris Dunn,Providence,5,25358,15.6061,7.4848,2.7273,0.303,5.4545,103.1,93.2564,2015,6.3,46,1
Russ Smith,Louisville,47,18729,2.2353,0.8235,0.7647,0.0588,0.4118,83.5,85.482,2011,6.0,139,1
Justin Jackson,Maryland,43,47108,9.8182,1.9091,0.8182,0.8182,8.0909,91.3,98.0835,2018,6.7,40,1
Cameron Bairstow,New Mexico,49,19393,20.4118,1.5588,0.5588,1.5,7.3824,117.8,98.3574,2014,6.9,1577,1
Kenneth Faried,Morehead St.,22,1626,13.4848,1.3333,1.7879,1.9697,13.2121,108.6,87.2924,2009,6.8,304,1
Miles Plumlee,Duke,26,8402,6.6471,0.5294,0.5294,0.9412,7.1176,117.3,94.9681,2012,6.10,120,1
Daniel Orton,Kentucky,29,12620,3.3947,0.3947,0.5526,1.3947,3.3158,95.1,86.2755,2010,6.11,307,1
Devonte' Graham,Kansas,34,34391,11.1622,3.7027,1.4324,0.1351,3.3514,117.4,97.8683,2016,6.2,310,1
Colton Iverson,Minnesota,53,28225,5.3871,1.0645,0.4516,0.6452,5,92.8,101.513,2011,6.10,253,1
Malik Beasley,Florida St.,19,41749,15.5588,1.5,0.9412,0.1765,5.2941,114.9,104.037,2016,6.5,24,1
Nikola Vucevic,USC,16,5408,10.7,1.2,0.6,1.3,9.4333,107.2,86.6694,2010,6.10,57,1
Santi Aldama,Loyola MD,30,71076,15.2,2.1,0.9,1.7,7.6,95.6,100.812,2020,6.11,99,1
Kelly Olynyk,Gonzaga,13,11882,18.0645,1.6774,0.6774,1.129,7.2581,123.5,89.4414,2013,7.0,582,1
Kemba Walker,Connecticut,9,9075,23.5366,4.4878,1.878,0.1707,5.439,117.8,97.6871,2011,6.1,188,1
Tyler Zeller,North Carolina,17,6927,16.3421,0.9474,0.8947,1.5263,9.6053,121.2,88.5932,2012,7.0,134,1
Richaun Holmes,Bowling Green,37,26987,6.5667,0.2333,0.4667,2.2667,5.0333,118.9,93.1114,2013,6.8,212,1
Abdel Nader,Iowa St.,58,34544,5.8125,0.7188,0.375,0.5,2.9062,92.4,99.388,2015,6.6,291,1
Rodney Hood,Duke,23,19693,16.0571,2.1429,0.7143,0.2571,3.9429,119.8,105.837,2014,6.8,120,1
Nate Wolters,South Dakota St.,38,12007,10.4286,2.8571,1.2143,0.2857,3.5,105.5,104.555,2010,6.3,500,1
Andre Roberson,Colorado,26,17361,6.5946,0.8919,1.2973,1.0811,7.7027,117.2,95.2651,2011,6.7,1635,1
Mitch McGary,Michigan,21,28103,7.4211,0.6579,1.0789,0.7368,6.2368,112.5,89.8253,2013,6.10,268,1
Anthony Brown,Stanford,34,16684,8.0811,1.027,0.6216,0.1081,4.027,98.8,93.3318,2012,6.6,27,1
Isaiah Cousins,Oklahoma,59,27124,12.6486,4.5405,1.3784,0.2703,4.4595,104.9,100.385,2016,6.4,355,1
Jalen McDaniels,San Diego St.,52,48490,15.9118,2.1176,1.1176,0.4706,8.2647,101.4,95.0304,2019,6.10,133,1
Jordan Bell,Oregon,38,38340,5.0571,1.3429,0.8,2.6857,6.1143,113.5,95.9854,2015,6.9,136,1
Daniel Oturu,Minnesota,33,66110,10.7429,0.5429,0.4571,1.3143,7.0286,106.5,97.9821,2019,6.10,253,1
Donte DiVincenzo,Villanova,17,40884,8.8333,1.6944,0.9167,0.2778,3.8056,112,96.9108,2017,6.5,140,1
Trey Burke,Michigan,9,21380,15.1818,4.7273,0.9091,0.3939,3.4545,106.6,102.512,2012,6.1,268,1
Damion James,Texas,24,825,17.9706,0.9706,1.6765,1.1765,10.2941,115.6,87.0914,2010,6.7,159,1
DeMarcus Cousins,Kentucky,5,13656,15.1316,1,0.9737,1.7632,9.8421,113.5,83.3244,2010,6.11,307,1
Ahmad Nivins,Saint Joseph's,56,3344,19.1562,1,0.8125,1.75,11.8125,119.7,95.127,2009,6.9,86,1
Jabari Bird,California,56,31372,10.4783,1.7391,0.4783,0.4348,3.3043,105.3,103.741,2015,6.6,93,1
Tyshawn Taylor,Kansas,41,13567,9.25,4.5556,1,0.2778,1.9444,104.5,97.0518,2011,6.3,310,1
Ryan Kelly,Duke,48,14133,1.1714,0.3714,0.2286,0.4,1.0857,98,87.6362,2010,6.10,120,1
Stanley Johnson,Arizona,8,34150,13.7632,1.6579,1.5,0.3947,6.5,108,86.6693,2015,6.6,354,1
Shelvin Mack,Butler,34,6698,11.7097,3.4839,1.129,0.0323,4.4839,106.9,94.4361,2009,6.3,230,1
Alec Peters,Valparaiso,54,29744,18.6,1.2571,0.7143,0.3143,8.6286,127.1,92.9131,2016,6.9,196,1
Jerian Grant,Notre Dame,19,23810,12.2941,4.9706,1.2941,0.1765,2.8529,110.9,101.214,2012,6.5,224,1
Cady Lalanne,Massachusetts,55,20635,11.5625,0.3125,0.5938,1.9062,9.5,101.5,97.8142,2015,6.9,65,1
Grant Riller,College of Charleston,56,40407,13.1143,1.2286,0.9429,0.2,2.0571,111.8,101.572,2017,6.3,6,1
Cassius Winston,Michigan St.,53,44722,12.6286,6.8571,0.6571,0.0571,3.4,129.2,98.7831,2018,6.0,263,1
Frank Mason III,Kansas,34,41006,12.8378,4.5405,1.3243,0.0811,4.2162,113.9,97.8784,2016,5.11,310,1
Matisse Thybulle,Washington,20,43029,11.1765,2.6176,2.9706,1.4412,2.9118,103.7,97.5821,2018,6.5,29,1
Sam Young,Pittsburgh,36,2503,19.1176,1.0294,1,0.7941,6.2353,113.3,96.3118,2009,6.6,328,1
Jarrett Culver,Texas Tech,6,51280,18.5263,3.7105,1.4474,0.5526,6.3947,106.9,86.158,2019,6.5,983,1
R.J. Hunter,Georgia St.,28,27935,19.6571,3.6,2.1429,1,4.7143,111.9,95.2301,2015,6.6,311,1
Alec Brown,Green Bay,50,19005,13.3929,0.8571,0.8214,2.9286,8.0714,101.5,96.1,2012,7.1,182,1
Sindarius Thornwell,South Carolina,48,29814,11.1212,2.2121,1.303,0.3333,4.8788,93.8,95.3842,2015,6.5,95,1
Jared Sullinger,Ohio St.,21,18035,17.1622,1.1622,1,0.5405,10.1892,121.1,88.8615,2011,6.9,226,1
Zion Williamson,Duke,1,65847,22.6061,2.0606,2.1212,1.7879,8.8788,129.2,86.7976,2019,6.7,120,1
Richaun Holmes,Bowling Green,37,26987,14.8065,0.8387,0.7097,2.6452,8.0323,115.8,91.2274,2015,6.8,212,1
Raiquan Gray,Florida St.,59,65720,11.88,2.2,1.2,0.72,6.4,109.9,94.1902,2021,6.8,24,1
Jared Butler,Baylor,40,66113,16.7333,4.8,1.9667,0.3667,3.3,117.3,93.0658,2021,6.3,122,1
Armon Johnson,Nevada,34,4048,15.2812,4.2188,0.875,0.1875,3.5625,103.7,103.12,2009,6.3,1392,1
Kris Joseph,Syracuse,51,4748,14.1515,2.1212,1.5152,0.6364,5.1818,108.7,95.0555,2011,6.7,116,1
Alec Peters,Valparaiso,54,29744,22.9655,2.2069,0.7931,0.3793,10.1034,117.8,96.3548,2017,6.9,196,1
Bernard James,Florida St.,33,17913,8.6176,0.2353,0.8529,2.4118,5.9118,108.1,83.2547,2011,6.10,24,1
Allen Crabbe,California,31,18663,15.1765,2.0882,0.5294,0.5882,5.7059,112.5,94.2053,2012,6.6,93,1
Johnny O'Bryant III,LSU,36,21315,13.5517,1.6897,0.5172,0.6897,8.7241,94.1,97.2982,2013,6.9,12,1
Earl Clark,Louisville,14,365,14.1892,3.2162,1.027,1.3784,8.7027,100.3,88.6298,2009,6.9,139,1
Tyler Dorsey,Oregon,41,39243,13.1143,1.8857,0.8,0.2,4.2,110.4,103.353,2016,6.4,136,1
Day'Ron Sharpe,North Carolina,29,73518,9.4828,1.4483,0.7931,0.8966,7.5862,101.9,92.305,2021,6.11,134,1
Jordan Poole,Michigan,28,50346,12.7568,2.1622,1.0811,0.2162,2.973,108.4,92.5991,2019,6.5,268,1
Glen Rice,Georgia Tech,35,10728,13.0476,2.2857,1.3333,0.8571,6.7143,103.9,94.06,2012,6.5,283,1
Norris Cole,Cleveland St.,28,4149,21.6765,5.4412,2.1765,0.0882,5.8824,112.9,93.3699,2011,6.2,203,1
Georges Niang,Iowa St.,50,25519,16.6765,3.6176,0.6176,0.6176,4.4706,106.1,104.089,2014,6.7,291,1
Will Barton,Memphis,40,19014,12.3143,2.8286,1.5429,0.4857,4.9429,98.8,97.6859,2011,6.6,100,1
Romeo Langford,Indiana,14,65891,16.5,2.3438,0.7812,0.8125,5.375,106,100.902,2019,6.6,235,1
Josh Richardson,Tennessee,40,20063,16.0312,3.5938,2.0938,0.5,4.4688,110.7,101.953,2015,6.6,286,1
Allen Crabbe,California,31,18663,18.3939,2.6364,1.1212,0.697,6.0606,108.7,96.3071,2013,6.6,93,1
Caleb Swanigan,Purdue,26,39112,10.2353,1.7941,0.3529,0.2353,8.2941,96.1,92.5825,2016,6.9,190,1
Jon Leuer,Wisconsin,40,1932,15.375,1.625,0.5417,1.3333,5.7917,119.2,92.0918,2010,6.10,269,1
Taurean Prince,Baylor,12,24114,13.9091,1.2727,1.4242,0.8788,5.5758,110.1,91.3623,2015,6.7,122,1
Tyler Harvey,Eastern Washington,51,25418,22.3793,2.6207,1.1724,0.2759,4.2759,121,110.982,2014,6.4,745,1
Larry Sanders,VCU,15,3246,14.3714,0.9714,0.7429,2.5714,9.1143,112.8,89.8001,2010,6.11,59,1
Jeff Withey,Kansas,39,10238,1.2667,0,0.0667,0.4,1.4,103.7,79.4304,2010,7.0,310,1
Dwight Powell,Stanford,45,17946,14.8824,2.1176,0.7647,1.1471,8.3824,106.2,93.1085,2013,6.10,27,1
Lazar Hayward,Marquette,30,1257,18.1176,1.5294,1.8824,0.5294,7.5294,108.1,92.9318,2010,6.6,198,1
Ray Spalding,Louisville,56,41745,5.8824,0.7941,0.6471,0.8529,5.5294,107.7,91.76,2017,6.10,139,1
Montrezl Harrell,Louisville,32,26468,15.6857,1.4,0.9429,1.2,9.1714,113.7,89.4932,2015,6.8,139,1
Kris Dunn,Providence,5,25358,5.68,3.16,1.16,0.28,4.8,96,96.3197,2013,6.3,46,1
Grant Riller,College of Charleston,56,40407,18.5758,2.0303,1.2727,0.4242,2.7576,118.3,104.415,2018,6.3,6,1
Kevin Huerter,Maryland,19,45160,14.75,3.375,0.625,0.6562,5.0312,116.3,103.074,2018,6.7,40,1
Sam Merrill,Utah St.,60,47902,20.8857,4.1429,1.0571,0.2571,3.9429,123.2,99.078,2019,6.5,1459,1
Nate Wolters,South Dakota St.,38,12007,21.4242,5.9697,1.7273,0.0606,5.1818,115.5,98.8698,2012,6.3,500,1
Jalen Smith,Maryland,10,65495,15.4516,0.8065,0.7097,2.3548,10.5161,120.1,87.8759,2020,6.10,40,1
Miles Plumlee,Duke,26,8402,5.15,0.3,0.5,0.65,4.925,107.6,86.6352,2010,6.10,120,1
Justin Jackson,North Carolina,15,36922,12.175,2.775,0.625,0.425,3.9,119,105.018,2016,6.8,134,1
Edmond Sumner,Xavier,52,35886,14.9524,5,1.2857,0.7619,4.3333,110.2,103.093,2017,6.6,199,1
Nicolas Claxton,Georgia,31,51305,12.9688,1.8125,1.0625,2.5312,8.5625,104.2,98.5186,2019,6.11,222,1
Aaron Holiday,UCLA,23,39514,12.25,4.3889,1.0833,0.1667,2.8611,113.1,103.97,2017,6.1,115,1
Nassir Little,North Carolina,25,65458,9.8056,0.6389,0.5278,0.5278,4.6111,107.8,96.0253,2019,6.6,134,1
C.J. McCollum,Lehigh,10,17390,21.8387,2.1613,2.4839,0.6774,7.8065,104.2,93.7732,2011,6.3,283,1
Temetrius Morant,Murray St.,2,50678,12.7188,6.2812,0.9375,0.4062,6.5,118.3,98.994,2018,6.3,160,1
Herbert Jones,Alabama,35,51990,11.2424,3.2727,1.7273,1.1212,6.5758,103.3,89.826,2021,6.8,67,1
Kai Jones,Texas,19,71905,3.5926,0.3704,0.5185,1.1111,3.2222,99.7,92.1376,2020,6.11,159,1
Michael Porter Jr.,Missouri,14,51186,10,0.3333,1,0.3333,6.6667,92.7,88.6588,2018,6.10,228,1
Paul Reed,DePaul,58,50818,15.1379,1.6207,1.8621,2.5517,10.6897,108.4,88.7649,2020,6.9,182,1
Delon Wright,Utah,20,31100,14.5429,5.0857,2.0857,0.9714,4.9429,125.2,87.5652,2015,6.5,1458,1
PJ Washington,Kentucky,12,51732,10.7838,1.5405,0.7568,0.8378,5.7027,105.5,100.072,2018,6.7,307,1
Daniel Gafford,Arkansas,38,51358,11.8,0.6857,0.5429,2.1714,6.1714,115.9,99.7084,2018,6.11,437,1
Marcus Thornton,William & Mary,45,19793,11,1.2903,0.3548,0.129,2.3871000000000002,83.3,114.394,2012,6.4,23,1
D'Angelo Russell,Ohio St.,2,38468,19.2857,5,1.5714,0.3143,5.6571,113.6,93.834,2015,6.5,226,1
Jarvis Varnado,Mississippi St.,41,3685,12.8,0.8,0.6286,4.6571,8.6571,110.7,89.062,2009,6.9,116,1
Ed Davis,North Carolina,13,6808,6.5946,0.5676,0.3514,1.6757,6.5405,109,90.4451,2009,6.10,134,1
Jayson Tatum,Duke,3,45563,16.8276,2.1379,1.3448,1.1379,7.3448,108.9,96.6201,2017,6.8,120,1
Abdel Nader,Iowa St.,58,34544,12.9143,1.5429,1.0571,0.6857,4.9714,103.5,103.21,2016,6.6,291,1
Miles McBride,West Virginia,36,71636,15.7931,4.8621,1.8966,0.3103,3.8966,117.9,101.25,2021,6.2,278,1
Dante Cunningham,Villanova,33,448,16.1053,1.2368,1.2368,1.2368,7.4737,109,93.7175,2009,6.9,140,1
Cameron Johnson,Pittsburgh,11,52111,4.5,0.5,0.125,0.375,1.125,100.7,109.052,2015,6.7,328,1
Tyrone Wallace,California,60,27397,7.1818,2.6364,0.7879,0.4848,4.4242,86.9,97.9134,2013,6.4,93,1
Devin Vassell,Florida St.,11,66203,12.6667,1.6333,1.4,0.9667,5.0667,124.8,93.2895,2020,6.7,24,1
Damian Jones,Vanderbilt,30,28727,13.8788,1.1515,0.2424,1.6364,6.8788,106.8,94.8238,2016,7.0,173,1
Vincent Edwards,Purdue,52,47002,12.5714,3.2,0.5429,0.5429,4.9429,120,98.8377,2017,6.8,190,1
Jalen Brunson,Villanova,33,40885,14.6667,4.1111,0.8889,0,2.5833,125.7,100.582,2017,6.2,140,1
Jason Preston,Ohio,33,65701,15.7,7.25,1.45,0.25,7.25,112.7,99.8009,2021,6.4,194,1
Buddy Hield,Oklahoma,6,27126,16.5152,1.8788,1.3939,0.1515,4.4242,113.7,106.487,2014,6.4,355,1
TJ Leaf,UCLA,18,44631,16.2571,2.4286,0.6286,1.1143,8.2,128.2,100.313,2017,6.10,115,1
Ayo Dosunmu,Illinois,38,66420,16.6,3.3333,0.8333,0.2,4.3333,105.5,99.1418,2020,6.5,229,1
Jake Layman,Maryland,47,26773,12.4857,1.4,0.8,0.7429,5.8,109.8,95.6522,2015,6.8,40,1
Justin Anderson,Virginia,21,28488,7.8378,1.4595,0.3514,0.7568,3.2432,100.9,92.4161,2014,6.6,201,1
Bruno Fernando,Maryland,34,51951,10.2333,0.7,0.3667,1.2333,6.5333,108.9,95.6569,2018,6.10,40,1
Admiral Schofield,Tennessee,42,42130,13.8857,1.4857,0.9714,0.4286,6.4,108,94.9725,2018,6.5,286,1
Anthony Davis,Kentucky,1,22364,14.175,1.25,1.35,4.65,10.375,133.8,79.63,2012,6.10,307,1
Larry Sanders,VCU,15,3246,11.2941,0.3824,0.6471,2.7059,8.5882,97.7,87.4293,2009,6.10,59,1
Malachi Richardson,Syracuse,22,40443,13.4054,2.0811,1.1622,0.2703,4.2703,100.2,101.247,2016,6.6,116,1
Mike Muscala,Bucknell,44,14685,18.8788,2.3333,0.5152,2.3333,11.303,116.8,83.836,2013,6.11,160,1
Marcus Smart,Oklahoma St.,6,24959,15.3636,4.2121,3,0.6667,5.8182,102.2,85.2491,2013,6.4,286,1
A.J. Hammons,Purdue,46,24381,10.8667,0.5,0.3667,3.1,7.5,97.4,96.902,2014,7.0,190,1
Kahlil Felder,Oakland,54,33408,24.3714,9.2571,1.9714,0.2,4.2571,120,104.511,2016,5.9,286,1
Keldon Johnson,Kentucky,29,66092,13.4595,1.6486,0.7568,0.1622,5.8649,112.9,97.1789,2019,6.6,307,1
Kyle Anderson,UCLA,30,26311,9.6571,3.4857,1.7714,0.8857,8.6286,100.2,90.5974,2013,6.9,115,1
James Ennis,Long Beach St.,50,19743,9.9688,2.625,1.5625,0.75,4.1875,111.8,93.6766,2012,6.7,4,1
Dewan Huell,Miami FL,59,46264,11.4062,0.4375,0.5,0.9688,6.6562,113.4,97.9675,2018,6.11,3,1
Jordan Bone,Tennessee,57,49185,13.4595,5.8108,0.7027,0.1081,3.1892,116.6,105.844,2019,6.3,286,1
Desmond Bane,TCU,30,46595,15.2162,2.4054,1.1351,0.5405,5.7027,121.8,100.252,2019,6.5,204,1
Paul Reed,DePaul,58,50818,12.3333,0.9444,1.1111,1.5278,8.4722,116.3,100.174,2019,6.9,182,1
Markelle Fultz,Washington,1,47677,23.16,5.92,1.56,1.2,5.72,113.6,109.389,2017,6.4,29,1
Jarell Martin,LSU,25,28739,16.9091,1.7879,1.1515,0.697,9.2424,106.5,93.3404,2015,6.9,12,1
Cory Jefferson,Baylor,60,22196,3.3939,0.0909,0.2121,1.1818,2.5152,105.1,92.2713,2012,6.9,122,1
Sharife Cooper,Auburn,48,72782,20.1667,8.0833,1,0.25,4.25,107.5,105.524,2021,6.1,201,1
Jake Layman,Maryland,47,26773,11.7143,1.1429,1.1429,1.0286,5.2857,116.5,98.339,2016,6.9,40,1
Vernon Macklin,Florida,52,91,10.5588,0.7647,0.5882,0.8529,5.5294,116.3,99.6269,2010,6.10,31,1
PJ Washington,Kentucky,12,51732,15.1714,1.8,0.8571,1.2286,7.5714,116.1,92.7403,2019,6.8,307,1
Markel Brown,Oklahoma St.,44,18415,17.1765,2.9118,1,1.0294,5.2647,118.2,99.2219,2014,6.3,286,1
Jaron Blossomgame,Clemson,59,30917,4.9091,0.3939,0.2727,0.3939,4.9697,97,96.3415,2014,6.7,221,1
Kelly Olynyk,Gonzaga,13,11882,3.8485,0.7273,0.4848,0.1515,2.7273,108.1,95.6263,2010,6.11,582,1
Olivier Hanlan,Boston College,42,25499,15.3939,2.2727,1.1515,0.0606,4.1515,107.8,106.574,2013,6.4,47,1
Tyrone Wallace,California,60,27397,17.0909,3.9697,1.2727,0.3333,7.1212,95,97.782,2015,6.5,93,1
Jeffery Taylor,Vanderbilt,31,8208,12.1613,1.7097,0.9355,0.3871,6.1935,107,95.6753,2009,6.7,173,1
Kris Dunn,Providence,5,25358,3.75,5,1.75,0.25,2.5,71,101.277,2014,6.3,46,1
Rui Hachimura,Gonzaga,9,48365,11.5676,0.6216,0.5135,0.5135,4.7027,120.2,95.5324,2018,6.8,582,1
Jamaal Franklin,San Diego St.,41,16788,2.7,0.5,0.2,0.2,1.85,101,91.1336,2011,6.5,133,1
Reggie Bullock,North Carolina,25,16384,13.8529,2.7941,1.2353,0.2941,6.5588,126.5,96.5996,2013,6.7,134,1
Joel Bolomboy,Weber St.,52,24934,8.8621,0.5862,0.4828,0.7931,10.9655,114.9,99.6998,2014,6.9,1437,1
Jordan Nwora,Louisville,45,50605,16.9706,1.2941,0.9412,0.3529,7.6176,105.5,95.1906,2019,6.7,139,1
Terrico White,Mississippi,36,5069,15.1429,1.4857,0.8857,0.2,4.5714,111.4,102.774,2010,6.5,155,1
Lamar Patterson,Pittsburgh,48,18530,2.625,1.3125,0.4375,0.1562,2,102.3,97.4118,2011,6.5,328,1
Denzel Valentine,Michigan St.,14,26984,19.1935,7.7742000000000004,1.0323,0.2258,7.5161,125.5,92.9687,2016,6.5,263,1
Paul George,Fresno St.,10,5903,14.2424,1.8485,1.7273,1,6.1212,107.2,100.223,2009,6.7,104,1
Dwayne Bacon,Florida St.,40,41746,15.7647,1.4706,0.9706,0.0294,5.7941,102.8,103.227,2016,6.7,24,1
Wayne Ellington,North Carolina,28,2343,15.8919,2.7027,0.8919,0.1622,4.9189,123.7,99.2781,2009,6.4,134,1
Norman Powell,UCLA,46,22006,11.4054,1.7027,1.3784,0.3784,2.8378,119.5,100.826,2014,6.4,115,1
Spencer Dinwiddie,Colorado,38,19806,10.0294,1.6176,0.7647,0.2647,3.5,110.6,99.0864,2012,6.5,1635,1
Marvin Bagley III,Duke,2,50726,21.0303,1.5152,0.8182,0.8788,11.0909,123.8,96.4998,2018,6.11,120,1
Ja Morant,Murray St.,2,50678,24.4848,9.9394,1.7576,0.8182,5.697,115.6,97.0275,2019,6.3,160,1
Nikola Vucevic,USC,16,5408,2.5652,0.3043,0.3913,0.3913,2.6522,108.8,95.0187,2009,6.10,57,1
Nolan Smith,Duke,21,198,20.6486,5.1081,1.2162,0.0811,4.4865,114,94.9421,2011,6.2,120,1
Desmond Bane,TCU,30,46595,16.5938,3.875,1.4688,0.5312,6.3438,112.2,96.9757,2020,6.6,204,1
Isaiah Canaan,Murray St.,34,14625,10.1176,1.4706,0.7647,0.0294,2.2647,116.1,93.936,2010,6.0,160,1
Arsalan Kazemi,Rice,54,25005,15.1667,1.2667,1.1667,0.8333,10.9667,116.8,97.0288,2011,6.7,14,1
Brandon Boston Jr.,Kentucky,51,73723,11.48,1.64,1.32,0.16,4.48,96.4,100.904,2021,6.7,307,1
Miye Oni,Yale,58,44509,15.1034,3.6207,0.931,0.6897,5.9655,97.7,105.182,2018,6.6,19,1
Perry Jones III,Baylor,28,18374,13.8966,1.1379,0.5172,0.8966,7.1724,108.7,97.7252,2011,6.11,122,1
Dwayne Bacon,Florida St.,40,41746,17.2286,1.7429,1,0.1143,4.2,108.4,102.343,2017,6.7,24,1
Johnny O'Bryant III,LSU,36,21315,8.5357,0.3929,0.5357,0.75,6.6786,84.5,94.3967,2012,6.9,12,1
Jeffery Taylor,Vanderbilt,31,8208,14.7353,2.3529,1.0294,0.5588,5.5294,105.3,98.9455,2011,6.7,173,1
Tony Snell,New Mexico,20,19313,4.4848,0.8788,0.1515,0.1818,1.9394,101.2,103.268,2011,6.7,1577,1
Xavier Thames,San Diego St.,59,21860,18.1765,3.2647,1.6471,0.1471,2.9412,120,93.9106,2014,6.3,133,1
Tyler Lydon,Syracuse,24,40441,13.1765,2.0588,1.0294,1.4412,8.6471,118.4,101.689,2017,6.9,116,1
Josh Okogie,Georgia Tech,20,46259,16.1081,1.6486,1.2973,0.7297,5.4324,103.4,96.3352,2017,6.4,283,1
Frank Kaminsky,Wisconsin,9,21292,4.1562,0.8125,0.4375,0.5312,1.75,122.4,86.7192,2013,6.11,269,1
Henry Ellenson,Marquette,18,42990,17,1.7879,0.8485,1.4848,9.7273,103.4,98.465,2016,6.11,198,1
Chris Duarte,Oregon,13,70910,17.1154,2.6154,1.9231,0.8077,4.6538,120.2,98.5419,2021,6.6,136,1
Trey Murphy III,Rice,17,65675,13.6897,1.2414,0.931,0.5517,5.4828,110.3,105.165,2020,6.8,14,1
Karl-Anthony Towns,Kentucky,1,35836,10.2821,1.1282,0.4615,2.2564,6.6923,122.7,77.2779,2015,6.11,307,1
Kyle Singler,Duke,33,197,16.8919,1.6216,0.9189,0.3243,6.8378,112.3,94.0388,2011,6.8,120,1
Taurean Prince,Baylor,12,24114,2.913,0.087,0.3043,0.0435,1.6087,116,92.187,2013,6.7,122,1
R.J. Hunter,Georgia St.,28,27935,18.1613,1.7097,2,0.9677,4.4839,122,99.4371,2014,6.5,311,1
